sentence,true_label,pred_label
Pedí una pizza por teléfono.,spa,spa
¿Te parece divertido?,spa,spa
Estás espléndida.,spa,spa
Puedes quedarte todo el tiempo que quieras.,spa,spa
How about stopping over at Kyoto and sightseeing at the old capital?,eng,spa
Sami got his dog back.,eng,eng
Let's get down and dirty.,eng,spa
Un mar en calma nunca ha forjado buenos marineros.,spa,spa
La energía del Sol es una nueva fuente de energía.,spa,spa
"He is short, but he is strong.",eng,spa
Tom considera a Mary su mejor amiga.,spa,spa
We will deal with it when it happens.,eng,spa
"Cuando dos personas se encuentran, hay en realidad seis personas presentes: cada persona en la percepción de si misma, cada persona en la percepción del otro y cada persona en su ser verdadero.",spa,spa
His drinking habit is an old one.,eng,spa
He'll leave for Tokyo tomorrow.,eng,spa
They said that they isn't going ashore.,eng,spa
Get me a beer.,eng,eng
Tom said he really enjoyed the concert.,eng,eng
I've run out of milk.,eng,eng
Thanks for showing me how to do this.,eng,spa
Tom asked Mary if she would be willing to donate some money.,eng,spa
Puse mi coche a su disposición.,spa,spa
I like both volleyball and basketball.,eng,spa
I like mysteries.,eng,spa
¿Dónde se habla interlingua?,spa,spa
Una multitud esperaba verlo.,spa,spa
No cojas guarrerías del suelo.,spa,spa
Esta medicina podría curarlo.,spa,spa
Pensando un poco puedes convertir un desecho en un subproducto útil.,spa,spa
I thought you wouldn't mind waiting for me.,eng,spa
¿Te gustó?,spa,spa
Tom doesn't need to go to the doctor.,eng,eng
Sé que usted es maestro.,spa,spa
How many beers did you drink?,eng,eng
His story cannot be true.,eng,spa
"No lo puedes arreglar, deberías comprar uno nuevo.",spa,spa
"Tom is bossy, but Mary isn't.",eng,eng
Los ancianos no siempre son más sabios que los jóvenes.,spa,spa
"Lleno, por favor.",spa,eng
Habitación con cama matrimonial.,spa,spa
Does school start at eight-thirty?,eng,spa
I found Tom there.,eng,spa
I am into golf lately.,eng,spa
Tom is very unpredictable when he's been drinking.,eng,spa
¡Ante todo está la salud!,spa,eng
¿Cuántas habitaciones tenés?,spa,spa
I'm looking forward to meeting you.,eng,spa
"The rain has let up, so we can begin.",eng,spa
¿Cuánto gana ella al mes aproximadamente?,spa,spa
We can't trust him.,eng,spa
Su encuentro era inevitable.,spa,spa
Él es mejor que yo para las matemáticas.,spa,spa
The town managed to thwart plans to build a nuclear power plant nearby.,eng,spa
Tom says he won't have to do that right away.,eng,spa
What made you contact us?,eng,spa
"Let go the appels, boy / or the ‘Jump-on’ will get you / the ‘Jump-on’ is a strong kobold / who brutally punishes the thiefs.",eng,spa
Se propusieron cuatro ideas.,spa,spa
I wanted to stay in Australia.,eng,spa
Tom has gone on dates with both Mary and Alice.,eng,spa
Él tiene algo que ver con eso.,spa,spa
«¿No sabes fumar?» «¡Claro que sé fumar!»,spa,spa
Quería que supieras cómo me siento.,spa,spa
He hit the wall with his fist.,eng,eng
What happened to the boat?,eng,eng
Sé cariñoso.,spa,spa
A danger foreseen is a danger avoided.,eng,spa
Tu pulso es regular.,spa,eng
We have started to recycle newspapers.,eng,spa
Tom is excited to get started.,eng,spa
Mary said she thought I might not want to do that.,eng,eng
Mary admitted she didn't do what we had asked her to do.,eng,spa
Esto es el colmo del colmo.,spa,spa
Este es tu destino.,spa,spa
Viajaremos juntos.,spa,spa
La asamblea ha sido anulada por causa del tifón.,spa,spa
La boda está fijada para dentro de una hora.,spa,spa
¿Vas apresurado?,spa,spa
Mary kept her head above water.,eng,eng
"Hoy en la tarde estoy ocupado, no puedo ir a la reunión.",spa,spa
Véndelo.,spa,spa
Do you care to hazard a guess?,eng,spa
I don't know if Tom can do that or not.,eng,eng
¡Qué hermoso lugar!,spa,eng
"Ella votó por el señor Nishioka, en contra de la consigna del partido.",spa,spa
"Welcome to my house, finally.",eng,spa
A wind from the ocean blows at this time of the year.,eng,spa
"If you continue doing that, you'll probably get injured.",eng,spa
That was our problem.,eng,spa
Siempre supe que ella ocultaba algo.,spa,spa
Are you an Uighur?,eng,eng
Qué bien juegan.,spa,spa
My students are learning to drive.,eng,spa
Tom said he didn't have to work today.,eng,spa
This is a vernacular.,eng,eng
We reached our destination just as I thought the car was going to give up the ghost.,eng,eng
¿Qué? ¿Te agrada?,spa,spa
Debes estar de vuelta el domingo a más tardar.,spa,eng
I didn't like Tom at all.,eng,spa
I'm going to eat a peach.,eng,spa
I don't think I'll be able to do that by myself.,eng,spa
Le confeccionaré un traje nuevo.,spa,spa
I jog every day.,eng,spa
Él apenas trabaja.,spa,spa
The student has already solved all the problems.,eng,spa
¿De verdad quieres que vaya a tu fiesta?,spa,spa
Los niños duermen.,spa,spa
Es hora de que conversemos.,spa,spa
Tell him I'm in a meeting.,eng,spa
Tom no podía creer que alguna vez sería capaz de tocar la guitarra.,spa,spa
Él no es mi hijo sino mi sobrino.,spa,spa
Sami got fired that night.,eng,eng
Estos asientos están reservados para gente mayor.,spa,eng
¿Todavía funciona?,spa,spa
It would surprise me if Tom and Mary don't do that.,eng,eng
A partir de hoy no fumaré más.,spa,spa
Tom and Mary are tired of people telling them what to do.,eng,spa
Do you think Tom is dangerous?,eng,spa
Ya te dije un millón de veces que no exageres.,spa,spa
You're prisoners.,eng,spa
Tom estaba preocupado de que su nivel de colesterol estuviera un poco alto.,spa,spa
La paz no es la ausencia de violencia sino la presencia de justicia.,spa,spa
¿Me puede indicar el camino a la parada de buses?,spa,spa
La Revolución Industrial en un comienzo tuvo lugar en Inglaterra.,spa,spa
I've never smoked a cigarette in my life.,eng,spa
You just screwed up.,eng,spa
This rule should be followed.,eng,spa
No one saw Tom take it.,eng,eng
Please don't tell anyone about this.,eng,spa
Muchos manifestantes ocuparon la plaza.,spa,spa
¿Estás diciendo que mi vida corre peligro?,spa,spa
I must go to the bank to get more money.,eng,spa
Ella habla como yo.,spa,spa
They said that they weren't intoxicated.,eng,spa
"La cerveza no es tan perjudicial, al menos con moderación.",spa,spa
Mary said she was amused.,eng,spa
Pensé que las cosas iban a mejorar.,spa,eng
Tom doesn't have any reason to cry.,eng,spa
Me pregunto a dónde habrá ido.,spa,spa
La carne todavía no está.,spa,eng
¿Realmente quieres aquello en tu consciencia?,spa,spa
Debes dar tu mejor esfuerzo.,spa,spa
Could you please take a picture?,eng,spa
Keep off the flies.,eng,spa
I made myself as comfortable as I could.,eng,spa
I know Tom could get Mary to do that.,eng,eng
It's not going anywhere.,eng,spa
Siento una profunda aversión a los insectos.,spa,spa
Tom doesn't know the difference between astronomy and astrology.,eng,spa
Tom quería aprender algunas canciones francesas.,spa,spa
Mary could be a model.,eng,spa
Trabajo en un hospital.,spa,spa
May I think about it?,eng,eng
Olvidé su número de teléfono.,spa,spa
I said so only by guess.,eng,spa
It looks great so far.,eng,eng
Does your father know?,eng,spa
Tom and Mary said that they were really nervous.,eng,spa
The last three days have been hot.,eng,eng
Dame lápiz y papel para escribir mi número de teléfono.,spa,spa
Estos son lindos caballos.,spa,spa
¿Qué hiciste con tus zapatos?,spa,spa
I know Tom wanted be the next one to do that.,eng,eng
No quiero pelearme con Theodore Roosevelt.,spa,eng
Él trabaja como traductor.,spa,eng
Tom said that he wanted to see Mary win.,eng,spa
Es un experimento.,spa,spa
¡Nunca me vuelvas a hablar así!,spa,eng
Dile a Tom que se presente.,spa,spa
No podía creer lo que estaba viendo.,spa,spa
El hombre al que yo no conocía sabía muchas cosas sobre mí.,spa,spa
He comido mi sándwich.,spa,spa
"¡No se te olvide venir a estudiar, eh!",spa,eng
El significado de esta carta es incierto.,spa,spa
Tom kissed Mary. He kissed Alice as well.,eng,spa
Tom perdió las llaves de su auto.,spa,spa
Se quejó con él sobre la comida.,spa,spa
I'm a terrible writer.,eng,eng
Vayamos a preguntarle.,spa,spa
La multitud chilló cuando él marcó un gol.,spa,spa
Somos conscientes del problema.,spa,spa
He just did what he had to do.,eng,spa
Hay una huelga.,spa,spa
"Cuando estés triste, recordá que en algún lugar del mundo hay una boluda empujando una puerta que dice ""tire"".",spa,spa
¿A qué hora dijo que iba a venir?,spa,eng
Tom is hurt.,eng,eng
Tom said that he thought that Mary was outside.,eng,spa
Do you really want to go to Boston with me?,eng,spa
I'm really fed up with this heat.,eng,eng
I thought Tom would be embarrassed by that.,eng,eng
What could you do?,eng,spa
Tom thinks that that's good enough.,eng,spa
Le han dicho que ya no tiene saldo.,spa,spa
I solved that problem by myself.,eng,spa
Ella no les entiende.,spa,spa
El calendario gregoriano tiene como referencia el nacimiento de Cristo.,spa,spa
Will you reserve a room for me for tomorrow?,eng,spa
Trabajaré en tanto viva.,spa,spa
Powerlifting saved Tom's life.,eng,spa
Él grita mucho.,spa,spa
"Me preguntó si tenía experiencia en esa área, y le dije que no.",spa,spa
Japón no es lo que era hace diez años.,spa,spa
How wonderful a time we have had!,eng,eng
La suya es una competitividad un tanto patológica.,spa,spa
Mi tren sale a las seis en punto y llega allí a las diez en punto.,spa,spa
Yo regresaré pronto.,spa,spa
Necesito un montón de libros.,spa,spa
Look carefully. I'm going to show you how it's done.,eng,spa
Traza un círculo.,spa,spa
Estábamos encallados.,spa,spa
¿Y si te dijera que de veras quiero ser profesor?,spa,eng
Confirmo mi asistencia.,spa,spa
El avión tenía 500 pasajeros a bordo.,spa,spa
Do you really know what's going on?,eng,spa
He estado en Kioto dos veces.,spa,spa
Tom almost never goes swimming anymore.,eng,spa
I never want to see you again.,eng,spa
Tom is very secretive.,eng,spa
The umbrella that I lent you belongs to Tom.,eng,spa
Are we sure about this?,eng,spa
Let's visit Boston first.,eng,eng
Sus métodos son anticuados.,spa,spa
Context helps to define what is really meant.,eng,eng
Tanaka has said that he got up this morning around eight o'clock.,eng,eng
"Después del disparo, Jonas tambaleó hasta el jardín y finalmente se cayó.",spa,spa
I wasn't talking about you.,eng,spa
I especially want to thank our record-breaking sales team.,eng,spa
I had intended to visit the temple last week.,eng,eng
¿Qué deportes les gustan?,spa,spa
En Kabuki no solo cuenta el talento sino también la herencia.,spa,spa
Tom has done almost nothing we asked him to do.,eng,spa
No quiero leer el libro.,spa,spa
They said they planned to go Monday.,eng,spa
Mis axilas estaban sudando.,spa,spa
Something has to be done with this stuff.,eng,spa
Drink this juice.,eng,spa
They said they could fix it.,eng,eng
I suspect that Tom won't want to dance.,eng,spa
Tom se deprimió.,spa,spa
How did you know that Tom was going to do that?,eng,eng
"I didn't get the job, even though I was qualified.",eng,spa
I'd like scrambled eggs.,eng,spa
This old building isn't worth fixing up. It would be better to tear it down.,eng,spa
What if you were able to buy the house you've always dreamed of?,eng,spa
Mary says she knows Tom won't do that.,eng,eng
Tom has been urging me to join the army.,eng,spa
"No cuelgues, te paso.",spa,spa
There are some things that people like to avoid discussing.,eng,spa
Toda la dignidad del hombre reside en su pensamiento.,spa,spa
Lo lamentarás mucho.,spa,spa
Tom y Mary se necesitaban el uno al otro.,spa,spa
Tom said that he didn't know that Mary couldn't do that.,eng,eng
They look like they might cry.,eng,spa
I feel an aversion toward all this exhibitionism.,eng,spa
Quiero visitar Egipto algún día.,spa,spa
We need to reorganize it in order to strengthen our business activities.,eng,spa
I know that Tom is a very quiet neighbor.,eng,eng
I thought it would be fun to live in Australia for a year or two.,eng,spa
I really want to know why Tom didn't do that.,eng,eng
I received a letter from her to the effect that she couldn't accept my marriage proposal.,eng,spa
La convenció de que lo escuchara.,spa,spa
Vos construiste una casa de madera.,spa,spa
Nadie debería ver la televisión.,spa,spa
"Unfortunately, it's raining today.",eng,spa
I've written down Tom's phone number.,eng,eng
Él abandonó la escuela cuando iba en segundo.,spa,spa
Tom has always said I have a sick sense of humor.,eng,eng
I like my meat well done.,eng,spa
Él siempre llega a casa a las 6:00 p. m.,spa,spa
Dionisio es hermano de Apolo.,spa,spa
No lo entendemos.,spa,spa
Tom wanted to pay off his loan.,eng,spa
Es urgente concebir algo.,spa,spa
Mary says she's had three glasses of wine.,eng,spa
Tom wasn't very good last year.,eng,spa
You've got to respect them.,eng,spa
Lo que dijo me ha sorprendido.,spa,spa
"Como sea, al leer esta lista es imposible evitar asombrarse de que falte algo importante.",spa,spa
Tom isn't likely to start crying.,eng,spa
Estaba tranquila hasta que vi la jeringuilla.,spa,spa
No one knew Tom and Mary were there.,eng,spa
Tom se suicidó ahorcándose.,spa,spa
Esa palabra lo describe perfectamente.,spa,spa
Fadil is on the run.,eng,spa
Esta ciudad queda al pie de una montaña.,spa,spa
I don't think that we'll need to stay here much longer.,eng,eng
"El dinero no hace a la felicidad, la compra hecha.",spa,spa
No podría haberlo hecho sin ti. Gracias.,spa,spa
"Siempre que vean esta foto, acuérdense de mí.",spa,spa
She promised not to tell anyone.,eng,spa
Veniste temprano.,spa,spa
It's a beautiful day.,eng,spa
Él es novelista y poeta.,spa,spa
Ya has terminado.,spa,spa
Tom and Mary cleaned the garage all by themselves.,eng,spa
¿Adónde va la Luna cuando no está en el cielo?,spa,spa
I wonder if Tom and Mary are satisfied.,eng,spa
That's one of my concerns.,eng,spa
I'm quite hungry.,eng,spa
Tom has just gotten back from Australia.,eng,spa
Tom está sin trabajo durante las vacaciones debido a un recorte en la planta de acero.,spa,spa
El río corría lento y amenazador.,spa,eng
Tom said he'd help me get what I needed.,eng,spa
"Unfortunately, I was stupid enough to do that.",eng,eng
I didn't think that Tom would be asleep.,eng,spa
"En la Edad Media, la astronomía y el misticismo eran estudiados prácticamente juntos.",spa,spa
"Después que el árbitro marcara la falta, la hinchada empezó a abuchear.",spa,eng
Sos la persona que estaba buscando.,spa,spa
I turned Tom down.,eng,spa
¿Por casualidad conoce al profesor Brown?,spa,spa
Son un manojo de nervios.,spa,spa
I'll find Tom myself.,eng,spa
¿Puedo preguntar por qué?,spa,spa
Mi nuevo Alfa Romero convertible es rojo claro.,spa,spa
Why isn't anyone helping Tom?,eng,spa
Él ha sido elegido alcalde.,spa,spa
Will you permit us to leave now?,eng,spa
Tom gave this watch to me.,eng,spa
Uno de mis hobbies es la música clásica.,spa,spa
Fue tan amable y me compró un boleto.,spa,spa
Time to begin.,eng,spa
Mi hija está profundamente dormida.,spa,spa
Estos bancos son mejores que aquellos.,spa,spa
Nada mal para alguien que está jugando por primera vez.,spa,spa
Así no se comporta un caballero.,spa,spa
"El hombre propone, la mujer dispone.",spa,spa
I felt lucky.,eng,spa
Every one of his songs was a hit.,eng,eng
Turn left at the corner.,eng,eng
No entendí.,spa,spa
Mary said she was supportive.,eng,spa
"Tom's house is small, but it's big enough for him.",eng,spa
Una persona estúpida no deja de ser persona por ser estúpida.,spa,spa
He was completely tired from walking all day.,eng,spa
Don't you want to come along?,eng,spa
Mi comida favorita es el helado.,spa,spa
Él huyó de casa a los dieciséis años.,spa,spa
Un cheque es sólo un documento.,spa,spa
Tom estuvo en Boston sólo una vez.,spa,spa
Ella no lo aprobará.,spa,eng
Yo soy el que recibió la paliza.,spa,spa
Él se despidió de ella para siempre.,spa,spa
Tom is very busy nowadays.,eng,spa
Sami was convicted as an accessory to the murder of Layla.,eng,spa
The exact same thing happened to one of my friends.,eng,spa
I couldn't shake off his hand.,eng,spa
Tom tiene que tomar un remedio cada tres horas.,spa,spa
I think you've all met.,eng,eng
Mi sobrino es alérgico al huevo.,spa,spa
All requests are confidential.,eng,spa
El visitante no era otro que el director.,spa,eng
Tom and Mary couldn't be happier.,eng,eng
"And if so, what then?",eng,spa
Partiremos inmediatamente.,spa,spa
¿Has pensado en cenar conmigo?,spa,spa
"Leyó esta poesía sólo una vez, no puede saberla de memoria.",spa,spa
¡Esto lo demuestra todo!,spa,spa
Tom removed his tie and unbuttoned his collar.,eng,eng
La disfunción erectil puede ocurrir por causas orgánicas o psíquicas.,spa,spa
Ella hizo todo por ella.,spa,spa
The housing project has fallen flat.,eng,eng
"I'm busy. If that weren't the case, I'd accept your invitation.",eng,spa
The teacher compared my poem with a fellow student's.,eng,spa
Snow covered the bus.,eng,spa
I don't know who's coming.,eng,spa
I didn't know you worked here.,eng,spa
I've been very patient with you.,eng,spa
En Cuba se cultiva mucha caña de azúcar.,spa,spa
Trabajaron juntos en este proyecto.,spa,spa
There's no reason to keep it a secret.,eng,eng
Tom quería pasar el fin de semana en Boston.,spa,spa
When had he heard Marilla laugh like that before?,eng,spa
They formed a new political party.,eng,spa
Tom no pudo hacerse escuchar.,spa,eng
¿Quieren ir a una fiesta?,spa,spa
No me podés negar la verdad.,spa,spa
Creo que no soy tan listo como tú.,spa,spa
Tom conocía a un hombre cuyo padre fue un piloto de helicópteros durante la guerra de Vietnam.,spa,spa
El tren se descarriló.,spa,spa
Tom is very generous with his friends.,eng,spa
Hang on till I get to you.,eng,spa
El radar tiene interferencias.,spa,spa
El gato salió de la canasta.,spa,spa
A veces me escapo de mi oficina y me tomo una taza de café.,spa,spa
¿Cuánto tiempo se necesita para ir desde A a B?,spa,spa
Fadil picked up a few items and hit the road.,eng,spa
¿Cuándo vinisteis aquí?,spa,spa
"Mary is a good bassist, isn't she?",eng,spa
Es una picadura de araña.,spa,spa
¿Ya me puedo ir a casa?,spa,spa
¿Por qué no los detuviste?,spa,spa
I didn't think we could do that by ourselves.,eng,spa
El cubo de la basura olía mal.,spa,spa
I like to comb my hair.,eng,eng
Tom poured some milk into the glass.,eng,spa
"I've tried it for a few days, and I'm pretty sure you won't love it.",eng,eng
Gracias por la maravillosa cena.,spa,spa
Mary told me that she thought Tom would be quicker at doing that than John.,eng,spa
Many a man has lost his life at sea.,eng,spa
"En esta imagen hay cuatro personas: mi padre, mi madre, mi hermano y mi hermana.",spa,spa
Mary told me she's pleased.,eng,spa
Tom might not be able to speak French.,eng,spa
Layla took her panties off.,eng,spa
Él no tiene miedo a morir.,spa,eng
Después de su graduación regresó a Japón.,spa,spa
¿Quieres vino?,spa,spa
"Quien más lentamente promete, más fielmente mantiene.",spa,spa
She told me she's nervous.,eng,spa
Oramos para que nuestro padre nos perdonara.,spa,spa
Ahora lo digo de veras.,spa,spa
"Ya que el precio del jugo de naranja es siempre más alto que el del jugo de manzana, me fijo en ese precio y siempre aprovecho la ocasión para abastecerme de una buena reserva de jugo de naranja en ofertas especiales.",spa,spa
Small hills look flat from an airplane.,eng,spa
Es fácil responder a la pregunta.,spa,spa
"An authentic production will be recognized as such by any native speaker of sufficient experience, but the experience sufficient to one production may not suffice to another.",eng,eng
Uno puede separar a los perros en dos clases. Hay perros con dueño y perros sin dueño.,spa,spa
No hay un ascensor en nuestra casa.,spa,spa
¿Fuiste tú el que hizo sonar la campana?,spa,spa
"¿Dejaste que él te besara? ""Sí, ¿qué querías que haga? Todo sucedió tan rápido.""",spa,eng
You'd better go help Tom.,eng,spa
Aren't you going to be in Australia next October?,eng,eng
"You've told him, haven't you?",eng,spa
My shoes are not comfortable.,eng,spa
"El K2 es la segunda montaña más alta de la Tierra, después del Everest.",spa,eng
Mary started screaming at the top of her lungs.,eng,spa
Tom and Mary said that they would do what we asked.,eng,spa
"¡No me atrevo a investigar demasiado profundamente, para no descubrir la horrorosa verdad!",spa,eng
Tom and Mary are planning on going.,eng,spa
I wasn't able to rent a car.,eng,spa
El sábado es el día en el que él está libre.,spa,spa
Me gustaría jugar al tenis con ustedes algún día.,spa,spa
Me di cuenta que no podía ganar.,spa,eng
"Maybe in a different universe, the emotional and psychic environment is even different from ours.",eng,spa
¿Esta pelota es tuya o de ella?,spa,spa
Ella lleva todo el día trabajando.,spa,spa
This room can hold three hundred people.,eng,spa
You made me proud.,eng,spa
Tom doesn't teach anymore.,eng,spa
Tom didn't have to come at all.,eng,spa
Tom didn't want to tell anybody anything.,eng,spa
I wish you could be here with me right now.,eng,spa
Lo hizo simplemente por curiosidad.,spa,spa
Tom and Mary have become missionaries.,eng,spa
"Go straight down the road, and when you pass the traffic light you're there.",eng,spa
She asked me to polish her shoes.,eng,spa
Go and find him.,eng,spa
Tom dijo que entiende cómo te sientes.,spa,spa
José likes latin music.,eng,spa
Me gusta el vino.,spa,spa
We're not going to let that happen.,eng,spa
¡Pero qué bien huele eso! ¿Qué estás cocinando?,spa,spa
They knew that they were overweight.,eng,eng
Muchos armenios fueron forzados a dejar sus tierras.,spa,spa
Where did you humiliate them?,eng,spa
The dodo is an already extinct species.,eng,spa
Tom and Mary felt like they could do it.,eng,eng
Tom carried Mary's suitcase to her room.,eng,spa
"Si no estáis con nosotros, estáis en nuestra contra.",spa,spa
¿Cómo terminará?,spa,eng
Hay muchas manzanas en la caja. Unas son rojas y otras son amarillas.,spa,spa
No quiero comerme esto.,spa,spa
Mary probably doesn't know she should do that.,eng,eng
Ella lo estranguló.,spa,spa
Estáis interfiriendo.,spa,spa
¿Usted cree que lo condenarán?,spa,eng
I'm sorry I couldn't help you.,eng,spa
They told me that they weren't prepared.,eng,spa
El doctor le ordenó al paciente que se abstuviera de tomar vino.,spa,spa
This classroom is separated from that one by a wall.,eng,spa
Tom told Mary that he'd do that.,eng,eng
Sami put his hand on the Bible and swore to tell the truth.,eng,spa
África es la cuna de la humanidad.,spa,spa
Aprendí eso cuando estaba en la prepa.,spa,spa
Él puso su casa en venta.,spa,spa
Puede que hiele la próxima semana.,spa,spa
Este otro ascensor va más rápido que ése.,spa,spa
Nobody will convince me otherwise.,eng,spa
¿Hay algún remedio casero para la garganta seca?,spa,spa
¿Por qué no te consigues una casa decente?,spa,spa
Ella se disfrazó de él.,spa,spa
Voy a estar esperando cada minuto hasta que pueda verte.,spa,spa
I didn't know that Tom knew who did that to Mary.,eng,spa
All Tom does is read.,eng,spa
"En contraste con el perro, el gato se ha domesticado sólo recientemente.",spa,spa
Tom wondered what was going on.,eng,spa
Old age can be tough.,eng,spa
Todos fuimos niños alguna vez.,spa,spa
We will meet again.,eng,spa
Hoy viernes iré a cenar con mi esposa.,spa,spa
I think this is really interesting.,eng,spa
I sell umbrellas.,eng,spa
Ella se ofreció para ayudarlo.,spa,spa
¿Qué te ha golpeado?,spa,spa
He has said he won't do that.,eng,eng
¿Tenéis todo?,spa,spa
Tom thinks that what Mary did was wrong.,eng,spa
Do you want to see a movie that's both entertaining and thought-provoking?,eng,spa
Juró que nunca más iba a tomar.,spa,spa
It was her idea.,eng,spa
Acabo de cenar.,spa,eng
Hay diferentes técnicas de pintura; particularmente me gustan más los óleos de Velázquez que los de Goya.,spa,spa
The boy considered the dolphin his best friend.,eng,spa
"Ven aquí cerca, Tom.",spa,spa
Sabes a quién me refiero.,spa,spa
Lo que no es claro no es francés.,spa,spa
I'm about tired of this quiet life.,eng,spa
Él me ha dicho que su padre era doctor.,spa,eng
Don't you dare talk to me like that.,eng,eng
Tom is in the garden.,eng,spa
I need to get my oboe repaired.,eng,spa
Tom doesn't need to wait any longer.,eng,eng
"Si me ayudas con el inglés, te ayudo con el francés.",spa,spa
How large were they?,eng,spa
Llevaré dos completos con mostaza y ketchup.,spa,spa
Trabajo por la tarde.,spa,spa
Me da igual que venga o no.,spa,spa
Tom never asked me to dance.,eng,spa
Layla's death didn't serve any purpose.,eng,spa
La compañía aceptó su solicitud.,spa,spa
Sami taught biology.,eng,spa
Vi cómo su madre lo retaba.,spa,spa
Vivo en una casa adosada.,spa,spa
¿Dónde hay que deshacernos de los desechos?,spa,spa
Él la eligió por su sagacidad.,spa,spa
"Why is it that all their examples have been translated in dozens of languages, while ours have been translated in only a few?",eng,spa
"Mi amiga me dijo que sus padres esquían en Eslovaquia o Eslovenia, donde, según dicen, hay montañas grandes.",spa,spa
Él se golpeó en su rodilla.,spa,spa
Tom quería hablar.,spa,spa
The period is missing at the end of the sentence.,eng,spa
Tom might think you don't like Mary.,eng,spa
No soy celosa.,spa,spa
La marcha fúnebre me da miedo.,spa,spa
She was in the Americas last month.,eng,spa
You should always keep the room clean.,eng,spa
Why did you encourage Tom to do that?,eng,eng
Este es un caso muy raro.,spa,spa
"Me gustaría mucho quedarme con vosotros, pero no tengo elección.",spa,spa
¿Has llamado a Tom?,spa,spa
¿Herí tus sentimientos?,spa,spa
I was hoping Tom would do that for us.,eng,spa
Tienen una casa grande.,spa,spa
I was sorry to hear about her.,eng,eng
Tom asked if Mary really needed to do that by herself.,eng,spa
No hay nadie que no quiera tener buenos amigos.,spa,spa
They said that they enjoyed doing that.,eng,eng
Había todo tipo de actividades grupales.,spa,spa
Estaba muy excitado.,spa,spa
¡Nunca llegues tarde a un encuentro!,spa,eng
Todos están felices.,spa,spa
Muchos consumidores se muestran preocupados por el peligro para la salud que suponen los alimentos modificados genéticamente.,spa,spa
"Deberías ir y hacerlo, tal como dijiste que harías.",spa,spa
El chef se acercó a nuestra mesa.,spa,spa
Ve y habla con mi compañero.,spa,spa
Tom is going to retire next year.,eng,spa
En primer lugar la araña tejió una red.,spa,spa
Juguemos todos juntos.,spa,spa
No answer was given.,eng,spa
No puedes entrar en esta habitación.,spa,spa
Sami and Layla had a wonderful life together.,eng,eng
La piña ha sido cultivada por los indígenas.,spa,spa
¿Quién me trae fruta y té?,spa,spa
Tus habilidades de negociación no son malas.,spa,spa
Maybe it's time you got to know Tom better.,eng,eng
I like to go and watch baseball games.,eng,spa
It's coming up for Christmas.,eng,spa
We're looking forward to seeing you in Boston.,eng,spa
Tom descubrió dónde estaba Mary.,spa,spa
This is the best way to go.,eng,spa
Acabo de llegar a casa.,spa,spa
Perdí a mi mujer en un accidente de tráfico.,spa,spa
You'd better go with us.,eng,spa
¡Esta chica acaba con la paciencia de un santo!,spa,eng
Tom no pudo entender lo que Mary estaba diciendo.,spa,spa
She has her toes in the water.,eng,eng
"Pull yourself together, Tom.",eng,spa
He took no photos of the festival.,eng,spa
"Once you are married, you are done for.",eng,eng
Tom parece estar interesado de verdad.,spa,spa
I'm not your commanding officer.,eng,eng
Tom and Mary don't have any confidence in themselves.,eng,spa
"Fossil of plants, invertebrates, vertebrates, and trace fossils have been identified in Yellowstone National Park from more than 40 stratigraphic units spanning more than 540 million years from the Cambrian to the Cenozoic eras.",eng,spa
Lo hice bien.,spa,spa
"Si quieres seducir a este idiota, tienes que empezar a pintarte las uñas de rojo en lugar de mordértelas.",spa,spa
"Yo no tiemblo de frío, más bien de rabia. No se ha puesto más frío.",spa,spa
Tom said Mary was glad that you did that for him.,eng,spa
In the theater.,eng,eng
Lleva enfermo desde el domingo.,spa,spa
He often takes advantage of her ignorance.,eng,spa
Tom said Mary regretted what she did.,eng,spa
Se me ha ocurrido un buen plan.,spa,spa
Tom said he didn't plan on staying for so long.,eng,spa
That could have gone better.,eng,eng
"No, I'm not going to take it back.",eng,eng
I asked for a beer.,eng,eng
Have you ever watered your backyard?,eng,spa
Tom sabe qué decir para hacer que Mary lo perdone.,spa,spa
He was happy being a Jew.,eng,spa
Tom and I are no longer married to each other.,eng,eng
He barely missed being killed in the accident.,eng,eng
El lago Biwa apareció ante nuestra vista.,spa,spa
Tom is just trying to scare you.,eng,spa
Sami has positive memories from that neighborhood.,eng,spa
Tom sometimes has trouble keeping his balance.,eng,spa
I ran all the way to the station this morning.,eng,spa
"Cuanto más lo conoces, más te gusta.",spa,spa
"Mary is trying to do that, isn't she?",eng,spa
I'll pay today.,eng,spa
She persuaded him to do it.,eng,eng
Voy a buscar libros para niños.,spa,spa
Tom probably doesn't know he's supposed to do that.,eng,eng
Layla rebelled against authority.,eng,spa
Quiero relajarme mucho.,spa,spa
Ellos esperaron en fila el bus.,spa,spa
Where did he end up going?,eng,spa
Entiendo lo que dices.,spa,spa
Why are you turning red?,eng,spa
Este cuerpo no tiene vida.,spa,spa
"Yo iré al mercado esta tarde. ¿Qué hay de ti? ""No, yo no iré.""",spa,eng
I won't miss Tom at all.,eng,spa
People are going to talk.,eng,eng
"Entre las atrocidades cometidas durante la guerra hubo asesinatos, violaciones y mutilaciones.",spa,spa
A veces es necesario no decir la verdad.,spa,spa
Los tres chicos tenían solo dos dólares entre todos ellos.,spa,spa
He reddened like a schoolboy.,eng,spa
Deberías alejarte de él.,spa,spa
Can you point me in the direction of the central station?,eng,spa
